code,from,to,Fr,Nl
32706,2016-10-01,,dorzolamide + timolol collyre ophtalmique (sans cons.) 20 mg + 5 mg / 1 ml,dorzolamide + timolol druppels oculair (zonder bew.) 20 mg + 5 mg / 1 ml
18929,2016-10-01,,lévocabastine nasal 50 µg / 1 dos.,levocabastine nasaal 50 µg / 1 dos.
22368,2016-10-01,,mycophénolate perfusion 500 mg,mycofenolaat infusie 500 mg
25254,2016-10-01,,"Pelargonium sidoides oral 13,33 mg / 5 ml","Pelargonium sidoides oraal 13,33 mg / 5 ml"
27490,2016-10-01,,ribavirine oral 400 mg,ribavirine oraal 400 mg
28399,2016-10-01,,salmétérol + fluticasone inhalé 50 µg + 500 µg / 1 dos.,salmeterol + fluticason inhalatie 50 µg + 500 µg / 1 dos.
29991,2016-10-01,,"temsirolimus perfusion 30 mg / 1,2 ml","temsirolimus infusie 30 mg / 1,2 ml"
31963,,,,
32797,2016-10-01,,"riociguat oral 0,5 mg","riociguat oraal 0,5 mg"
32961,2016-10-01,2017-07-30,estradiol oral 1 mg (I) + estradiol + noréthistérone oral 1 mg + 1 mg (II),estradiol oraal 1 mg (I) + estradiol + norethisteron oraal 1 mg + 1 mg (II)
32979,2016-10-01,,estradiol oral 2 mg (I) + estradiol + dydrogestérone oral 2 mg + 10 mg (II),estradiol oraal 2 mg (I) + estradiol + dydrogesteron oraal 2 mg + 10 mg (II)
32987,2016-10-01,,estradiol oral 2 mg (I) + estradiol + cyprotérone oral 2 mg + 1 mg (II),estradiol oraal 2 mg (I) + estradiol + cyproteron oraal 2 mg + 1 mg (II)
33035,2016-10-01,,"éthinylestradiol + gestodène oral 0,015 mg + 0,06 mg (I) + placebo oral (II)","ethinylestradiol + gestodeen oraal 0,015 mg + 0,06 mg (I) + placebo oraal (II)"
3046,2016-10-01,,bazédoxifène oral 20 mg,bazedoxifeen oraal 20 mg
8078,2016-10-01,2017-10-30,"daltéparine injection 12 500 UI anti-Xa / 0,5 ml","dalteparine injectie 12 500 IE anti-Xa / 0,5 ml"
8193,2016-10-01,,"darbépoétine alfa injection 150 µg / 0,3 ml","darbepoëtine alfa injectie 150 µg / 0,3 ml"
33043,2016-10-01,,"éthinylestradiol + drospirénone oral 0,02 mg + 3 mg (I) + placebo oral (II)","ethinylestradiol + drospirenon oraal 0,02 mg + 3 mg (I) + placebo oraal (II)"
752,2016-10-01,,"agalsidase alfa perfusion 3,5 mg / 3,5 ml","agalsidase alfa infusie 3,5 mg / 3,5 ml"
15081,2016-10-01,2017-06-12,Groupe Eucalyptine Pholcodine Le Brun rectal enfant,Groep Eucalyptine Pholcodine Le Brun rectaal kind
15172,2016-10-01,,Groupe Octaplex injection/perfusion,Groep Octaplex injectie/infusie
15180,2016-10-01,,Groupe Panotile gouttes auriculaire,Groep Panotile druppels auriculair
15065,2016-10-01,,Groupe Endofalk poudre oral,Groep Endofalk poeder oraal
31807,,,,
31831,,,,
21386,2016-10-01,,métoprolol oral (libér. modifiée) éq. 200 mg,metoprolol oraal (gereg. afgifte) eq. 200 mg
21394,2016-10-01,,métoprolol oral (libér. Modifiée) éq. 25 mg,metoprolol oraal (gereg. afgifte) eq. 25 mg
21402,2016-10-01,,métoprolol injection éq. 5 mg / 5 ml,metoprolol injectie eq. 5 mg / 5 ml
25056,2016-10-01,,Passiflora incarnata oral 200 mg,Passiflora incarnata oraal 200 mg
25429,,,,
32847,2016-10-01,,pomalidomide oral 1 mg,pomalidomide oraal 1 mg
25437,2016-10-01,,périndopril + amlodipine oral éq. 4 mg + 5 mg,perindopril + amlodipine oraal eq. 4 mg + 5 mg
25460,,,,
25478,2016-10-01,,périndopril + amlodipine oral éq. 8 mg + 5 mg,perindopril + amlodipine oraal eq. 8 mg + 5 mg
31104,,,,
4663,2016-10-01,,butoconazole vaginal 20 mg / 1 g,butoconazol vaginaal 20 mg / 1 g
2204,2016-10-01,,arsenic trioxyde perfusion 10 mg / 10 ml,arseentrioxide infusie 10 mg / 10 ml
4721,2016-10-01,,inhibiteur de la C1 estérase injection/perfusion 500 U,C1-esteraseremmer injectie/infusie 500 E
4754,2016-10-01,2018-05-08,calamine + diphenhydramine chlorhydrate crème cutané 80 mg + 10 mg / 1 g,calamine + difenhydramine hydrochloride crème cutaan 80 mg + 10 mg / 1 g
4945,,,,
3160,2016-10-01,,bendamustine perfusion 25 mg,bendamustine infusie 25 mg
2253,2016-10-01,,acide ascorbique oral (libér. modifiée) 500 mg,ascorbinezuur oraal (gereg. afgifte) 500 mg
2329,2016-10-01,,aténolol + chlortalidone oral 100 mg + 25 mg [CAVE séc.],atenolol + chloortalidon oraal 100 mg + 25 mg [CAVE deelb.]
3269,2016-10-01,,benzoyle peroxyde gel cutané 50 mg / 1 ml,benzoylperoxide gel cutaan 50 mg / 1 ml
2840,2016-10-01,,Bacilles Calmette-Guérin 200 000 000 à 800 000 000 CFU,Bacillus Calmette-Guérin 200 000 000 à 800 000 000 CFU
3962,2016-10-01,,virus des oreillons + virus de la rougeole + virus de la rubéole injection,bofvirus + mazelenvirus + rubellavirus injectie
6353,2016-10-01,,toxine cholérique sous-unité B + Vibrio cholerae sérogroupe O1 oral,choleratoxine subunit B + Vibrio cholerae serogroep O1 oraal
5165,,,,
4937,2016-10-01,,carbonate + kaolin + magnésium hydroxyde oral 388 mg + 466 mg + 543 mg / 10 g,carbonaat + kaolien + magnesiumhydroxide oraal 388 mg + 466 mg + 543 mg / 10 g
2931,2016-10-01,,filtrat bactérien polyvalent + huile de foie de morue + sulfanilamide pommade cutané 125 mg + 200 mg / 1 g,bacteriënfiltraat polyvalent + levertraan + sulfanilamide zalf cutaan 125 mg + 200 mg / 1 g
3178,2016-10-01,,benzalkonium chlorure solution cutané 1 mg / 1 ml,benzalkonium chloride oplossing cutaan 1 mg / 1 ml
3202,2016-10-01,2018-03-29,benzoxonium + lidocaïne oropharyngé 1 mg + 1 mg,benzoxonium + lidocaïne orofaryngeaal 1 mg + 1 mg
8896,2016-10-01,,dextrométhorphane oral 15 mg / 5 ml,dextromethorfan oraal 15 mg / 5 ml
3293,2016-10-01,,benzoyle peroxyde + miconazole nitrate crème cutané 50 mg + 20 mg / 1 g,benzoylperoxide + miconazol nitraat crème cutaan 50 mg + 20 mg / 1 g
15263,2016-10-01,,Groupe Soluvit Novum perfusion,Groep Soluvit Novum infusie
15289,2016-10-01,2017-06-12,Groupe Sulfa-Sedemol sol. cutané/oromuqueux,Groep Sulfa-Sedemol oploss. cutaan/oromucosaal
15206,2016-10-01,2017-07-30,Groupe PPSB S.D. injection/perfusion,Groep PPSB S.D. injectie/infusie
15321,2016-10-01,,Groupe Vicks Vaporub pommade cutané/inhalation,Groep Vicks Vaporub zalf cutaan/inhalatie
15701,2016-10-01,,vaccin hexavalent injectable pour nourrissons,hexavalent vaccin voor zuigelingen voor injectie
21188,2016-10-01,,méthylprednisolone injection/perfusion (sans cons.) 40 mg,methylprednisolon injectie/infusie (zonder bew.) 40 mg
4762,2016-10-01,2018-05-08,calamine + diphenhydramine chlorhydrate suspension cutané 80 mg + 10 mg / 1 g,calamine + difenhydramine hydrochloride suspensie cutaan 80 mg + 10 mg / 1 g
4879,2016-10-01,,calcium + colécalciférol oral 500 mg + 400 UI [CAVE solide/liq.],calcium + colecalciferol oraal 500 mg + 400 IE [CAVE vast/vloeib.]
5603,2016-10-01,,céfépime injection/perfusion 2 g,cefepim injectie/infusie 2 g
5710,2016-10-01,,ceftazidime injection/perfusion 2 g,ceftazidim injectie/infusie 2 g
6015,2016-10-01,,cétuximab perfusion 100 mg / 20 ml,cetuximab infusie 100 mg / 20 ml
6437,2016-10-01,,ciclopirox olamine crème cutané 10 mg / 1 g,ciclopirox olamine crème cutaan 10 mg / 1 g
6619,2016-10-01,,cinchocaïne chlorhydrate + diphenhydramine chlorhydrate + nicotinamide crème cutané 10 mg + 20 mg + 20 mg / 1 g,cinchocaïne hydrochloride + difenhydramine hydrochloride + nicotinamide crème cutaan 10 mg + 20 mg + 20 mg / 1 g
6767,2016-10-01,,cisatracurium injection/perfusion 20 mg / 10 ml,cisatracurium injectie/infusie 20 mg / 10 ml
23929,2016-10-01,,ondansétron oral 4 mg,ondansetron oraal 4 mg
27169,2016-10-01,,raltitrexed perfusion 2 mg,raltitrexed infusie 2 mg
6908,2016-10-01,,clarithromycine oral (libér. modifiée) 200 mg,clarithromycine oraal (gereg. afgifte) 200 mg
6981,2016-10-01,,"clindamycine + trétinoïne gel cutané 10 mg + 0,25 mg / 1 g","clindamycine + tretinoïne gel cutaan 10 mg + 0,25 mg / 1 g"
7112,2016-10-01,,"clobétasol propionate shampoing cutané 0,5 mg / 1 g","clobetasol propionaat shampoo cutaan 0,5 mg / 1 g"
11478,2016-10-01,,estriol vaginal 1 mg / 1 g,estriol vaginaal 1 mg / 1 g
8789,2016-10-01,,dexaméthasone phosphate sodique + chloramphénicol collyre ophtalmique 1 mg + 4 mg / 1 ml,dexamethason natriumfosfaat + chlooramfenicol druppels oculair 1 mg + 4 mg / 1 ml
8185,2016-10-01,,"darbépoétine alfa injection 10 µg / 0,4 ml","darbepoëtine alfa injectie 10 µg / 0,4 ml"
10678,2016-10-01,,époétine alfa injection 2 000 UI / 1 ml,epoëtine alfa injectie 2 000 IE / 1 ml
10686,2016-10-01,,"époétine alfa injection 30 000 UI / 0,75 ml","epoëtine alfa injectie 30 000 IE / 0,75 ml"
10744,2016-10-01,,"époétine alfa injection 8 000 UI / 0,8 ml","epoëtine alfa injectie 8 000 IE / 0,8 ml"
10793,2016-10-01,,"époétine bêta injection 4 000 UI / 0,3 ml","epoëtine bèta injectie 4 000 IE / 0,3 ml"
11254,2016-10-01,,"estradiol + dydrogestérone oral 0,5 mg + 2,5 mg","estradiol + dydrogesteron oraal 0,5 mg + 2,5 mg"
10397,,,,
12203,2016-10-01,,facteur von Willebrand injection 1 000 UI,factor von Willebrand injectie 1 000 IE
10256,2016-10-01,2018-09-30,"émédastine collyre ophtalmique 0,5 mg / 1 ml","emedastine druppels oculair 0,5 mg / 1 ml"
8136,2016-10-01,,"danaparoïde injection/perfusion 750 UI anti-Xa / 0,6 ml","danaparoïde injectie/infusie 750 IE anti-Xa / 0,6 ml"
8649,2016-10-01,,desmopressine nasal 150 µg / 1 dos.,desmopressine nasaal 150 µg / 1 dos.
12070,2016-10-01,,ézétimibe + simvastatine oral 10 mg + 80 mg,ezetimibe + simvastatine oraal 10 mg + 80 mg
8847,2016-10-01,,dexmédétomidine perfusion 400 µg / 4 ml,dexmedetomidine infusie 400 µg / 4 ml
9084,2016-10-01,,"diclofénac + misoprostol oral (libér. modifiée) 75 mg + 0,2 mg","diclofenac + misoprostol oraal (gereg. afgifte) 75 mg + 0,2 mg"
9936,2016-10-01,,doxorubicine perfusion 20 mg / 10 ml,doxorubicine infusie 20 mg / 10 ml
10579,2016-10-01,,épirubicine perfusion/instillation 150 mg / 75 ml,epirubicine infusie/instillatie 150 mg / 75 ml
9712,2016-10-01,,"docusate + glycérol rectal 21 mg + 1,2 g / 1 ml","docusaat + glycerol rectaal 21 mg + 1,2 g / 1 ml"
7245,2016-10-01,,"clonazépam oral 2,5 mg / 1 ml","clonazepam oraal 2,5 mg / 1 ml"
7385,2016-10-01,,clotiapine injection 40 mg / 4 ml,clotiapine injectie 40 mg / 4 ml
8268,2016-10-01,,"darbépoétine alfa injection 60 µg / 0,3 ml","darbepoëtine alfa injectie 60 µg / 0,3 ml"
8425,2016-10-01,,"dectaflur + fluorure + olaflur dentaire 2,87 mg + 22 mg + 30 mg / 1 g","dectaflur + fluoride + olaflur dentaal 2,87 mg + 22 mg + 30 mg / 1 g"
8961,2016-10-01,,diazépam oral 2 mg,diazepam oraal 2 mg
9043,2016-10-01,2018-07-08,diclofénac sodium spray transdermique local 40 mg / 1 g,diclofenac natrium spray transdermaal lokaal 40 mg / 1 g
9597,2016-10-01,,disulfirame oral 400 mg,disulfiram oraal 400 mg
9647,2016-10-01,,docétaxel perfusion 20 mg / 1 ml,docetaxel infusie 20 mg / 1 ml
9803,2016-10-01,,"dornase alfa inhalé 2,5 mg / 2,5 ml","dornase alfa inhalatie 2,5 mg / 2,5 ml"
10116,2016-10-01,,"Echinacea purpurea oral 0,8 g / 1 g","Echinacea purpurea oraal 0,8 g / 1 g"
10546,2016-10-01,,lidocaïne + épinéphrine injection 20 mg + 5 µg / 1 ml,lidocaïne + epinefrine injectie 20 mg + 5 µg / 1 ml
10645,2016-10-01,,"époétine alfa injection 1 000 UI / 0,5 ml","epoëtine alfa injectie 1 000 IE / 0,5 ml"
11312,2016-10-01,,estradiol + dydrogestérone oral 1 mg + 5 mg,estradiol + dydrogesteron oraal 1 mg + 5 mg
11403,2016-10-01,2017-11-29,estradiol dispositif transdermique 50 µg / 24 h,estradiol pleister transdermaal 50 µg / 24 u
11510,2016-10-01,,"étanercept injection 25 mg / 0,5 ml","etanercept injectie 25 mg / 0,5 ml"
12005,2016-10-01,,exénatide injection 10 µg / 1 dos.,exenatide injectie 10 µg / 1 dos.
12104,2016-10-01,,facteur VIII + facteur von Willebrand injection/perfusion 1 000 UI + 1 000 UI,factor VIII + factor von Willebrand injectie/infusie 1 000 IE + 1 000 IE
12989,2016-10-01,,flécaïnide oral (libér. modifiée) 150 mg,flecaïnide oraal (gereg. afgifte) 150 mg
14829,2016-10-01,,"glycérol rectal 2,4 g","glycerol rectaal 2,4 g"
18473,2016-10-01,,lanoline liquide + paraffine liquide + vaseline pommade ophtalmique (sans cons.) 30 mg + 30 mg + 940 mg / 1 g,lanoline vloeibaar + paraffine vloeibaar + vaseline oogzalf oculair (zonder bew.) 30 mg + 30 mg + 940 mg / 1 g
17129,,,,
17137,2016-10-01,,insuline lispro injection/perfusion 100 U / 1 ml,insuline lispro injectie/infusie 100 E / 1 ml
14035,2016-10-01,,fusidate sodium compresse imprégnée cutané,fusidaat natrium geïmpregneerd verbandgaas cutaan
13102,2016-10-01,,fluconazole perfusion 400 mg / 200 ml,fluconazol infusie 400 mg / 200 ml
16626,2016-10-01,,immunoglobulines perfusion 10 g / 100 ml,immunoglobulinen infusie 10 g / 100 ml
17251,2016-10-01,,"interféron bêta-1a injection 30 µg / 0,5 ml","interferon bèta-1a injectie 30 µg / 0,5 ml"
13177,2016-10-01,,"flumétasone pivalate pommade cutané 0,2 mg / 1 g","flumetason pivalaat zalf cutaan 0,2 mg / 1 g"
18010,2016-10-01,,potassium perfusion 3 g / 10 ml,kalium infusie 3 g / 10 ml
35659,2016-10-01,,safinamide oral 50 mg,safinamide oraal 50 mg
18069,2016-10-01,,"camphre + menthol + térébenthine huile essentielle spray cutané 59 mg + 35,4 mg + 59 mg / 1 g","kamfer + menthol + terpentijn vluchtige olie spray cutaan 59 mg + 35,4 mg + 59 mg / 1 g"
14696,2016-10-01,,gliclazide oral 80 mg,gliclazide oraal 80 mg
16402,2016-10-01,2018-02-26,idarubicine perfusion 5 mg / 5 ml,idarubicine infusie 5 mg / 5 ml
13896,2016-10-01,,"framycétine + naphazoline nasal 7 800 UI + 0,5 mg / 1 ml","framycetine + nafazoline nasaal 7 800 IE + 0,5 mg / 1 ml"
17772,,,,
18374,2016-10-01,,lamivudine + zidovudine oral 150 mg + 300 mg,lamivudine + zidovudine oraal 150 mg + 300 mg
14126,,,,
14217,2016-10-01,,galantamine oral (libér. modifiée) 24 mg,galantamine oraal (gereg. afgifte) 24 mg
14324,2016-10-01,,charbon activé + citrate + méthénamine oral 300 mg + 20 mg + 40 mg,geactiveerde kool + citraat + methenamine oraal 300 mg + 20 mg + 40 mg
14951,2016-10-01,,granisétron injection/perfusion 3 mg / 3 ml,granisetron injectie/infusie 3 mg / 3 ml
29488,2016-10-01,,"surfactant instillation 120 mg / 1,5 ml","surfactant instillatie 120 mg / 1,5 ml"
16212,2016-10-01,,"ibritumomab tiuxétan perfusion 3,2 mg / 2 ml","ibritumomab tiuxetan infusie 3,2 mg / 2 ml"
15677,2016-10-01,2018-11-11,hexamidine diisétionate solution cutané 1 mg / 1 ml,hexamidine diisetionaat oplossing cutaan 1 mg / 1 ml
15743,2016-10-01,,"papillomavirus humain de types 6, 11, 16, 18 injection 0,5 ml","humaan papillomavirus types 6, 11, 16, 18 injectie 0,5 ml"
16600,2016-10-01,,"immunoglobulines anti-Rh(D) injection 0,3 mg / 1 ml","immunoglobulinen, anti-Rh(D) injectie 0,3 mg / 1 ml"
16659,2016-10-01,,immunoglobulines perfusion 1 g / 20 ml,immunoglobulinen infusie 1 g / 20 ml
16667,2016-10-01,,immunoglobulines injection/perfusion 1 g / 5 ml,immunoglobulinen injectie/infusie 1 g / 5 ml
16774,2016-10-01,2017-09-18,immunoglobulines anticytomégalovirus injection/perfusion 500 U / 10 ml,"immunoglobulinen, anticytomegalovirus injectie/infusie 500 E / 10 ml"
18614,2016-10-01,,latanoprost + timolol collyre ophtalmique 50 µg + 5 mg / 1 ml,latanoprost + timolol druppels oculair 50 µg + 5 mg / 1 ml
18796,2016-10-01,,huile de foie de morue + zinc oxyde pommade cutané 200 mg + 270 mg / 1 g,levertraan + zinkoxide zalf cutaan 200 mg + 270 mg / 1 g
18804,,,,
18895,2016-10-01,,lévobupivacaïne perfusion 5 mg / 1 ml,levobupivacaïne infusie 5 mg / 1 ml
18960,,,,
19315,,,,
19950,2016-10-01,,"lysat d'Haemophilus influenzae, de Klebsiella ozaenae, de Klebsiella pneumoniae, de Neisseria catarrhalis, de pneumocoque, de staphylocoque, de streptocoques oral adulte","lysaat van Haemophilus influenzae, Klebsiella ozaenae, Klebsiella pneumoniae, Neisseria catarrhalis, pneumokok, stafylokok, streptokokken oraal volw."
19471,2016-10-01,,lidocaïne + tétracaïne emplâtre médicamenteux cutané 70 mg + 70 mg / 51 cm²,lidocaïne + tetracaïne pleister cutaan 70 mg + 70 mg / 51 cm²
19612,2016-10-01,,"lisinopril + hydrochlorothiazide oral 20 mg + 12,5 mg [CAVE séc.]","lisinopril + hydrochloorthiazide oraal 20 mg + 12,5 mg [CAVE deelb.]"
20172,2016-10-01,,médroxyprogestérone injection (libér. modifiée) 150 mg / 1 ml,medroxyprogesteron injectie (gereg. afgifte) 150 mg / 1 ml
20297,2016-10-01,,Melissa officinalis + Valeriana officinalis oral 80 mg + 160 mg,Melissa officinalis + Valeriana officinalis oraal 80 mg + 160 mg
23473,2016-10-01,2017-06-12,"octréotide injection/perfusion 0,5 mg / 1 ml","octreotide injectie/infusie 0,5 mg / 1 ml"
20586,2016-10-01,,mésalazine oral (libér. modifiée) 1 g,mesalazine oraal (gereg. afgifte) 1 g
22970,2016-10-01,2019-02-24,nifédipine oral (libér. modifiée) 40 mg,nifedipine oraal (gereg. afgifte) 40 mg
21147,2016-10-01,,méthylprednisolone injection/instillation/rectal (libér. modifiée) 200 mg / 5 ml,methylprednisolon injectie/instillatie/rectaal (gereg. afgifte) 200 mg / 5 ml
21196,2016-10-01,,méthylprednisolone + lidocaïne injection (libér. modifiée) 40 mg + 10 mg / 1 ml,methylprednisolon + lidocaïne injectie (gereg. afgifte) 40 mg + 10 mg / 1 ml
21287,2016-10-01,,métoclopramide injection 10 mg / 2 ml,metoclopramide injectie 10 mg / 2 ml
21337,2016-10-01,,"métoprolol + félodipine oral (libér. modifiée) 47,5 mg + 5 mg","metoprolol + felodipine oraal (gereg. afgifte) 47,5 mg + 5 mg"
21469,2016-10-01,,"métronidazole émulsion cutané 7,5 mg / 1 g","metronidazol emulsie cutaan 7,5 mg / 1 g"
20891,2016-10-01,,"époétine bêta (méthoxypolyéthylèneglycol) injection 150 µg / 0,3 ml","epoëtine bèta (methoxypolyethyleenglycol) injectie 150 µg / 0,3 ml"
21782,2016-10-01,,mitomycine injection/instillation 10 mg,mitomycine injectie/instillatie 10 mg
22095,2016-10-01,,morphine injection/perfusion 20 mg / 1 ml,morfine injectie/infusie 20 mg / 1 ml
22236,2016-10-01,,moxifloxacine oral 400 mg,moxifloxacine oraal 400 mg
22293,2016-10-01,,mucopolysaccharide polysulfate gel cutané 3 mg / 1 g,mucopolysacharide polysulfaat gel cutaan 3 mg / 1 g
22889,2016-10-01,,nicotine oromuqueux 1 mg / 1 dos.,nicotine oromucosaal 1 mg / 1 dos.
22996,2016-10-01,,acide niflumique gel transdermique local 25 mg / 1 g,nifluminezuur gel transdermaal lokaal 25 mg / 1 g
23242,2016-10-01,,nonacog alfa perfusion 1 000 UI,nonacog alfa infusie 1 000 IE
23622,2016-10-01,,olanzapine injection (libér. modifiée) 405 mg,olanzapine injectie (gereg. afgifte) 405 mg
23671,2016-10-01,,"olmésartan + amlodipine + hydrochlorothiazide oral 20 mg + 5 mg + 12,5 mg","olmesartan + amlodipine + hydrochloorthiazide oraal 20 mg + 5 mg + 12,5 mg"
23721,2016-10-01,,"olmésartan + amlodipine + hydrochlorothiazide oral 40 mg + 10 mg + 12,5 mg","olmesartan + amlodipine + hydrochloorthiazide oraal 40 mg + 10 mg + 12,5 mg"
24455,2016-10-01,,palipéridone injection (libér. modifiée) 100 mg / 1 ml,paliperidon injectie (gereg. afgifte) 100 mg / 1 ml
24497,2016-10-01,,"palipéridone injection (libér. modifiée) 50 mg / 0,5 ml","paliperidon injectie (gereg. afgifte) 50 mg / 0,5 ml"
24513,2016-10-01,,"palipéridone injection (libér. modifiée) 75 mg / 0,75 ml","paliperidon injectie (gereg. afgifte) 75 mg / 0,75 ml"
24588,2016-10-01,,pamidronate perfusion 60 mg / 10 ml,pamidronaat infusie 60 mg / 10 ml
24653,2016-10-01,,pantoprazole injection/perfusion 40 mg,pantoprazol injectie/infusie 40 mg
24794,2016-10-01,,paracétamol + acide acétylsalicylique + caféine oral 250 mg + 250 mg + 65 mg,paracetamol + acetylsalicylzuur + coffeïne oraal 250 mg + 250 mg + 65 mg
25304,2016-10-01,,pentamidine injection/perfusion/inhalé 300 mg,pentamidine injectie/infusie/inhalatie 300 mg
24836,2016-10-01,,paracétamol + acide acétylsalicylique + caféine rectal 400 mg + 400 mg + 92 mg,paracetamol + acetylsalicylzuur + coffeïne rectaal 400 mg + 400 mg + 92 mg
28373,2016-10-01,,salmétérol + fluticasone inhalé 50 µg + 100 µg / 1 dos.,salmeterol + fluticason inhalatie 50 µg + 100 µg / 1 dos.
25882,2016-10-01,,"Plantago ovata graine + Plantago ovata tégument de la graine oral 4,55 g + 0,15 g","Plantago ovata zaad + Plantago ovata zaadvlies oraal 4,55 g + 0,15 g"
24869,2016-10-01,,paracétamol + codéine + caféine oral 500 mg + 30 mg + 50 mg,paracetamol + codeïne + coffeïne oraal 500 mg + 30 mg + 50 mg
25171,2016-10-01,2017-08-31,interféron alfa-2b injection 150 µg,interferon alfa-2b injectie 150 µg
25957,2016-10-01,,polidocanol injection 40 mg / 2 ml,polidocanol injectie 40 mg / 2 ml
27656,2016-10-01,,rispéridone injection (libér. modifiée) 25 mg,risperidon injectie (gereg. afgifte) 25 mg
29298,2016-10-01,,sulfacétamide sodium solution cutané 100 mg / 1 ml,sulfacetamide natrium oplossing cutaan 100 mg / 1 ml
25130,2016-10-01,2017-08-31,interféron alfa-2b injection 100 µg,interferon alfa-2b injectie 100 µg
25569,2016-10-01,,pilocarpine chlorhydrate collyre ophtalmique 10 mg / 1 ml,pilocarpine hydrochloride druppels oculair 10 mg / 1 ml
25684,2016-10-01,,pipampérone oral 40 mg,pipamperon oraal 40 mg
28217,2016-10-01,,Saccharomyces boulardii oral,Saccharomyces boulardii oraal
25791,2016-10-01,2018-01-17,piroxicam oral 10 mg,piroxicam oraal 10 mg
25858,2016-10-01,,"Plantago ovata oral 2,14 g","Plantago ovata oraal 2,14 g"
