@actorNr,@from,Denomination,StreetName,StreetNum,Postcode,City,CountryCode,Language,LegalForm,Building,Phone,Postbox,AuthorisationNr,VatNr,Website
01615,1960-01-01,Boteba,Leysendwarsstr,24-26,4901,PG Oosterhout,NL,NL,BV,,,,,,
01652,1960-01-01,Wirtz Farma,Leysendwarsstr.,26,4901,PG Oosterhout,NL,NL,BV,,,,,,
02500,1960-01-01,Prographarm Lab.,Rte de Brezolles,,28170,Chateauneuf,FR,FR,,St Arnoult Zoning Industrie,,,,,
02501,1960-01-01,Serolam Lab.,Rue Armand Silvestre,30,92400,Courbevoie,FR,FR,,,,,,,
02502,1960-01-01,Gilbert Laboratoires,Avenue du Général de Gaule,928,14200,Herouville-St-Clair,FR,FR,,,,115,,,
02503,1960-01-01,Chefaro Ardeval,Rue Chaintron,2-4,92542,Montrouge,FR,FR,SA,,033 01 55 23 51 50,,,,
02505,1960-01-01,Labcatal,Rue R. Salengros,7,92120,Montrouge,FR,FR,,,,,,,
02506,1960-01-01,Virbac,Avenue Lid-2065M,1Iere,6516,Carros,FR,FR,SA,,,,,,
02508,1960-01-01,Ethypharm,Rue St Matthieu,21,78550,Houdan,FR,FR,,,,,,,
02509,1960-01-01,Centre Regional De Transfusion Sanguine,Rue Camille Guerin,21,59000,Lille,FR,FR,,,,,,,
02510,1960-01-01,Ass.Pr L'Essor D/L Treansf.Sanguine,Rue Camille Guerin,19-21,59012,Lille Cedex,FR,FR,,Bp 2018,,,,,
02512,1960-01-01,Pierre Fabre Medicament,Place Abel Gance,45,92654,Boulogne Cedex,FR,FR,,,,,,,
02513,1960-01-01,Aventis Pasteur,Av.Pont Pasteur,2,69007,Lyon,FR,FR,SA,,,,,,
02514,1960-01-01,Air Liquide Sante Int.,Quai d'orsay,75,75007,Paris,FR,FR,,,,,,,
02515,1960-01-01,Aventis Pharma,Avenue Raymond Aron,20,92165,Croix De Berny,FR,FR,SA,,,,,,
02516,1960-01-01,Cis Bio International,Gif Sur Yvette,,91192,France,FR,FR,,B.P.32 0,,,,,
02518,1960-01-01,Biogen France,Avenue des Champs Pierreux,55,92012,Nanterre Cedex,FR,FR,SA,,,,,,
02519,1960-01-01,Orphan Europe,Avenue du Général de Gaule,70,92046,Paris,FR,FR,SARL,La Defense,,,,,
02520,1960-01-01,Sanofi Pharma Bristol-Myers Squibb,bld Romain Rolland,9,75159,Paris Cedex 14,FR,FR,SNC,,,,,,
02521,1960-01-01,Genetics Institute Of Europe,Rue de la Michodiere,8,75002,Paris,FR,FR,BV,,,,,,
02522,1960-01-01,Lafon Lab.,Avenue du Prof. Cadiot,19,94701,Paris,FR,FR,SA,Maisons Alfort,,,,,
02523,1960-01-01,Clintec Parenteral,Avenue Louis Pasteur,6,78311,Maurepas Ced,FR,FR,SA,,,56,,,
02524,1960-01-01,Merial,Avenue Tony Garnier,29,69007,Lyon,FR,FR,,,,,,,
02525,1960-01-01,Sanofi Pasteur MSD,Avenue Jean Jaurès,162,69007,Lyon,FR,FR,,,,,,,
02526,1960-01-01,Pharmafarm Lab.,Avenue de la Porte d'Italie,13,75648,Paris,FR,FR,,,,,,,
02527,1960-01-01,"Pierre Roland,Prod.Dent.",PO Box 216,,33708,Merignac Ced,FR,FR,,,,,,,
02528,1960-01-01,3M Sante Laboratoires,Boulevard De L'Oise,,95029,Cergy Pontoise Cedex,FR,FR,,,,,,,
02529,1960-01-01,Vetoquinol,Rue Du Chêne St.Anne,34,70204,Lure Cedex,FR,FR,SA,B.P.189,,,,,
02530,1960-01-01,Glaxo Wellcome Production,Rue de la Vierge,1,33440,Ambares,FR,FR,,,,,,,
02531,1960-01-01,Transphyto,Rue Louis Bleriot,12,63016,Clermont Ferrand,FR,FR,SA,,,,,,
02532,1960-01-01,Exelgyn,Bd St Germain,216,75007,Paris,FR,FR,,,,,,,
02533,1960-01-01,Hospal Intern.Mark.Manag.,Avenue Tony Garnier,61,69007,Lyon,FR,FR,SNC,,,,,,
02534,1960-01-01,Imtix-Sangstat,Route de Noisy,102,93235,Romainville,FR,FR,,,,,,,
02536,1960-01-01,Laboratoires HRA Pharma,Rue Berenger,15,75003,Paris,FR,FR,,,,,,,
02537,1960-01-01,Vifor France,La Défense,8,92042,Paris La Défense CedexFrance,FR,FR,SA,"Terrasse Boieldieu, Tour Franklin",,,,,
02538,1960-01-01,Sanofi-Aventis,bld Romain Rolland,9,75159,Paris Cedex 14,FR,FR,,,,,,,
02539,1960-01-01,"Irex, Laboratoires",Rue Salomon de Rothschild,11,92150,Suresnes,FR,FR,,,,,,,
02541,1960-01-01,Otl Pharma,Rue de Turbigo,15,75002,Paris,FR,FR,,,,,,,
02543,1960-01-01,Innotech Intern.Lab.,Avenue F.V.Raspail,7,94111,Arceuil Cedex,FR,FR,,B.P.32,,,,,
02544,1960-01-01,Eusa Pharma,Allee des Sequoias,3,69760,Limonest,FR,FR,SAS,,,,,,
02545,1960-01-01,Medix Lab.,Rue Saint Mathieu,18,78550,Houdan,FR,FR,,,,,,,
02551,1960-01-01,Lab. Medix,Rue St Mathieu,18,78550,Houdan,FR,FR,,,,,,,
02553,1960-01-01,Cephalon France,Rue Ch.Martigny,20,94700,Paris,FR,FR,,Maisons Alfort,,,,,
02557,1960-01-01,Cis Bio International DELETED,PO Box 32,,91192,Gif-Sur-Yvette,FR,FR,,,,,,,
02559,1960-01-01,Laboratoires Sogeval,Avenue de Mayenne,200,53000,Laval,FR,FR,,Zone Industr Touches,,,,,
02560,1960-01-01,"Servier, Les Laboratoires",Rue Garnier,22,92200,Neuilly-Sur-Seine,FR,FR,,,,,,,
02561,1960-01-01,Winthrop Medicaments,Bd. Romain Rolland,9,75159,Paris,FR,FR,,,,,,,
02562,1960-01-01,Naturactive Laboratoires Pierre Fabre,Avenue Du Sidobre,29,81106,Castres,FR,FR,,,,,,,
02563,1960-01-01,Coophavet,Saint Herblon,,44153,Ancenis,FR,FR,SAS,B.P 7,,,,,
02564,1960-01-01,Laboratoire Aguettant,Rue Alexandre Flemin,,69007,Lyon,FR,FR,,,,,,,
02566,1960-01-01,Biocodex,Avenue Gallieni,7,94250,Gentilly,FR,FR,,,,,,,
02567,1960-01-01,Laboratoires SERB,Avenue George V,40,75008,Paris,FR,FR,,,,,,,
02568,1960-01-01,Alexion Europe,Boulevard de L'Amiral Bruix,25,75016,Paris,FR,FR,SAS,,,,,,
02569,1960-01-01,Addmedica,Rue Saint Lazare,101,75009,Paris,FR,FR,SAS,,,,,,
02570,1960-01-01,Carl Zeiss Meditec,Avenue Paul Langevin Bp5,,17053,La Rochelle,FR,FR,SAS,,,,,,
02571,1960-01-01,Merck Sante,Rue Saint-Romain,37,69379,Lyon,FR,FR,SAS,,,,,,
02572,1960-01-01,Johnson & Johnson Consumer France,Route de Retorat,,51120,Sézanne,FR,FR,SAS,,,,,,
02573,1960-01-01,Ioltech (Fr),Avenue Paul Langevin,,17053,La Rochelle,FR,FR,SAS,,,5,,,
02574,1960-01-01,Bioalliance Pharma,Bd Du General Martial Valin -,59,75015,Paris,FR,FR,,,,,,,
02575,1960-01-01,Upharm,Rue De Grenelle,84,75007,Paris,FR,FR,SA,,,,,,
02576,1960-01-01,Beaufour Ipsen Pharma,Rue Erlanger,24,75781,Paris Cedex 16,FR,FR,,,,,,,
02577,1960-01-01,S.E.R.P. (Societe D'Etudes Et De Recherche),Rue Du Gabian,5,98000,Monaco,FR,FR,,Immeuble Le Triton,,,,,
02578,1960-01-01,Ab Science,Avenue George V,3,75008,Paris,FR,FR,SA,,,,,,
02579,1960-01-01,Idm Pharma,Quai de Dion Bouton,11-15,92816,Puteaux Cedex,FR,FR,SAS,,,,,,
02580,1960-01-01,Ipsen Pharma,Quai Georges Gorse65,,92100,Boulogne-Bill.,FR,FR,,,,,,,
02581,1960-01-01,Mylan,Allee Des Parcs,117,69800,Saint Priest,FR,FR,SAS,,,,,,
02582,1960-01-01,Qualimed,Allee Des Parcs,117,69800,Saint Priest,FR,FR,,,,,,,
02583,1960-01-01,Laboratoires Expanscience,Avenue de L'Arche,10,92419,Courbevoie Cedex,FR,FR,,,,,,,
02584,1960-01-01,Stallergènes,Rue Alexis De Tocqueville,6,92160,Antony,FR,FR,SA,,,,,,
02585,1960-01-01,Inouko Generics,Rue St Lazare,87,75009,Paris,FR,FR,,,,,,,
02586,1960-01-01,Chugai Pharma France,Quartier Boieldieu,8,92042,Paris,FR,FR,,"Tour Franklin, La Défense",,100-101,,,
02587,1960-01-01,Sanofi Pasteur Europe,Avenue Pont Pasteur,2,69007,Lyon,FR,FR,SA,,,,,,
02588,1960-01-01,International Drug Licensing DELETED,Avenue Hoche,36,75008,Paris,FR,FR,,,,,,,
02589,1960-01-01,Aptalis Pharma,Route de Bû,,78550,Houdan,FR,FR,SAS,,,,,,
02590,1960-01-01,Reg Europe,Cite De L'Union,23,59290,Wasquehal,FR,FR,SARL,,,,,,
02591,1960-01-01,Substipharm Développement,Rue Erlanger,24,75016,Paris,FR,FR,,,,,,,
02592,1960-01-01,Laboratoires Genopharm,Rue Niels Bohr,2,77400,St-Thibault-Des-Vign,FR,FR,,Zi de L'Esplanade,,,,,
02593,1960-01-01,Guerbet,BP,57400,95943,Roissy Cdg Cedex,FR,FR,,,,,,,
02594,1960-01-01,Genia,Rue Jean Francois,12,44680,St Hilaire,FR,FR,,Champollion,,,,,
02595,1960-01-01,Provepharm,Rue Fre.Joliot Curie,,13013,Marseille,FR,FR,SAS,Techno Ch.Gombert 45,,,,,
02596,1960-01-01,Preglem France,Route De L'Eglise,32,74140,Massongy,FR,FR,SAS,,,,,,
02597,1960-01-01,Laboratoires Tonipharm,Rue des Quatre,,92100,Boulogne-Franc,FR,FR,,Chemiees 3,,,,,
02598,1960-01-01,Alfamed,Eme Rue - L.I.D,13,6517,Carros,FR,FR,,,,,,,
02599,1960-01-01,Nordic Pharma,Bld St Germain,216,75007,Paris,FR,FR,,,,,,,
02600,1960-01-01,Laboratoires Juvise Pharmaceuticals,Boulevard Stalingrad,149,69100,Villeurbanne,FR,FR,,,,,,,
02601,1960-01-01,Sanofi-Aventis Groupe,Rue La Boétie,54,75008,Paris,FR,FR,,,,,,,
02602,1960-01-01,Sanofi,Rue La Boetie,54,75008,Paris,FR,FR,,,,,,,
02603,1960-01-01,Laboratoire Biodim,Rue De Grenelle,84,75007,Paris,FR,FR,,,,,,,
02604,1960-01-01,Sogeval  DELETED,Avenue de Mayenne,200,53000,Laval,FR,FR,SA,Zone Industr Touches,,,,,
03000,1960-01-01,Janssen Biologics,Einsteinweg,101,2333,Leiden,NL,NL,BV,,,,,,
03004,1960-01-01,Cyanamid Fort Dodge Bnl,Willeskop,206 A,3421,Oudewater,NL,NL,,,,,,,
03005,1960-01-01,Eli Lilly Nederland,Grootslag,1-5,3991,Houten,NL,NL,BV,,,,,,
03006,1960-01-01,Intervet International,Wim De Korverstraat,35,5831,Boxmeer,NL,NL,BV,,,,,,
03007,1960-01-01,Genzyme Europe,Gooimeer,10,1411,Naarden,NL,NL,BV,,,,,,
03008,1960-01-01,Shionogi Europe,PO Box 75215,,1070,Amsterdam,NL,NL,BV,,,,,,
03009,1960-01-01,Organon Europe,Kloosterstraat,6,5349,Oss,NL,NL,BV,,,,,,
03010,1960-01-01,Immunomedics Europe,Haarlemmerstraat,30,2181,Hillegom,NL,NL,,,,,,,
03011,1960-01-01,Novartis Consumer Health,Claudius Prinsenlaan,142,4818,Breda,NL,NL,BV,,,,,,
03012,1960-01-01,Chiron,Hullenbergweg,83-86,1101,Amsterdam,NL,NL,BV,Po Box 23023,,,,,
03013,1960-01-01,Genthon,Microweg,22,6545,Nijmegen,NL,NL,BV,,,,,,
03014,1960-01-01,Fort Dodge Animal Health Holland DELETED,C.J.Van Houtenlaan,36,1381,Weesp,NL,NL,,,,,,,
03015,1960-01-01,Alimenterics,Jupiterstraat,254,2132,Hoofddorp,NL,NL,BV,,,,,,
03016,1960-01-01,Multipharma,Gemeenschapspolderweg,28,1380 GR,Weesp,NL,NL,BV,,,,,,
03017,1960-01-01,Bournonville Pharma (Nederland),Nassaulaan,13,2514,Den Haag,NL,NL,BV,,,,,,
03018,1960-01-01,Organon Technica,Boseind,15,5280,Boxtel,NL,NL,BV,,,84,,,
03019,1960-01-01,Yamanouchi Europe,Elisabethhof,19,2353,Leiderdorp,NL,NL,BV,,,,,,
03020,1960-01-01,Dumex,Baarnsche Dijk,1,3740,Baarn,NL,NL,BV,Pb 313,,,,,
03021,1960-01-01,Dopharma Research,Zalmweg,24,4941,Raamsdonkveer,NL,NL,BV,,,,,,
03022,1960-01-01,Biopure Netherlands,Locatellikade,1,1076,Amsterdam,NL,NL,BV,Parnassustoren,,,,,
03023,1960-01-01,Organon,Kloosterstraat,6,5349,Oss,NL,NL,NV,,,,,,
03024,1960-01-01,Norton Pharma Nederland,Douw Van Der Kraplaan,53,2252,Voorschoten,NL,NL,BV,,,,,,
03025,1960-01-01,Wyeth Consumer Healthcare,Spicalaan,39,2130,Hoofddorp,NL,NL,,,,672,,,
03026,1960-01-01,Ursapharm Benelux,Steenovenweg,5,5708,Helmond,NL,NL,BV,,,,,,
03027,1960-01-01,Novopharm,Acacialaan,7,5342,Oss,NL,NL,BV,,,,,,
03028,1960-01-01,Flex Pharma,Burghoffweg,5,6042,Roermond,NL,NL,BV,,,,,,
03029,1960-01-01,Novum Pharma,Keyserswey,20,2201 CW,Noordwijk ZH,NL,NL,BV,,,,,,
03030,1960-01-01,Kleencare Hygiene,Langenhorsterweg,6,7495,Rd Ambt Delden,NL,NL,BV,,,,,,
03031,1960-01-01,Valeant Pharmaceuticals Benelux&Scandina,Stephensonstraat,45,2723,Zoetermeer,NL,NL,,,,,,,
03033,1960-01-01,Dentaid Benelux,Peppelkade,56,3992,Houten,NL,NL,BV,,,,,,
03034,1960-01-01,Cablon Medical,Klepelhoek,11,3833,Leusden,NL,NL,BV,,,,,,
03035,1960-01-01,Norgine,Hogehilweg,7,1101 CA,Amsterdam,NL,NL,BV,,,,,,
03036,1960-01-01,Rottapharm,Leidseplein,29,1017,Amsterdam,NL,NL,BV,,,,,,
03037,1960-01-01,Bracco International,Strawinskylaan,3051,1077,Amsterdam,NL,NL,BV,,,,,,
03038,1960-01-01,Axcan Pharma International,Engelenkampstraat,72,6131,Sittard,NL,NL,BV,,,,,,
03039,1960-01-01,Amgen Europe,Minervum,7061,4817,Breda,NL,NL,BV,,,,,,
03040,1960-01-01,Alk-Abello,Transistorstraat,25,1322,Almere,NL,NL,,,,,,,
03041,1960-01-01,Sanquin Plasma Products,Plesmanlaan,125,1066 CX,Amsterdam,NL,NL,BV,,,,,,
03042,1960-01-01,Alfasan International,Kuipersweg,9,3440,Woerden,NL,NL,BV,,,,,,
03044,1960-01-01,Eurovet Animal Health,Handelsweg,25,5531,Bladel,NL,NL,BV,,,,,,
03045,1960-01-01,Le Vet,Willeskop,212,3421,Oudewater,NL,NL,BV,,,,,,
03046,1960-01-01,E-Z-Em Nederland,Plankstraat,69,3316,Dordrecht,NL,NL,,,,,,,
03047,1960-01-01,Medimmune Oncology,Lagelandseweg,78,6545,Nijmegen,NL,NL,Inc,,,,,,
03048,1960-01-01,Synthon,Microweg,22,6545,Nijmegem,NL,NL,BV,,,,,,
03049,1960-01-01,Eurocept,Trapgans,5,1244,Ankeveen,NL,NL,BV,,,,,,
03051,1960-01-01,Astellas Pharma Europe,Elisabethhof,19,2353,Leiderdorp,NL,NL,BV,,,,,,
03052,1960-01-01,Hospira Enterprises,Taurusavenue,19-21,2132 LS,Hoofddorp,NL,NL,BV,,,,,,
03053,1960-01-01,Lamepro,Burgemeester Guljelaan,2,4837,Breda,NL,NL,BV,,,,,,
03054,1960-01-01,Stichting Registratiebeheer,Bosstraat,69,3766,Soest,NL,NL,,,,,,,
03055,1960-01-01,Focus Farma,Papelaan,85G,2252,Voorschoten,NL,NL,BV,,,,,,
03056,1960-01-01,Kiron Pharmaceutica,Sterreschansweg,79,6522,Nijmegen,NL,NL,BV,,,,,,
03057,1960-01-01,Sandoz,PO Box,10332,1301,Almere,NL,NL,BV,,,,,,
03058,1960-01-01,Ace Pharmaceuticals,Schepenveld,41,3891,Zeewolde,NL,NL,BV,,,,,,
03060,1960-01-01,Nordic Pharma,Tolweg,15,3741,Baarn,NL,NL,BV,,,,,,
03061,1960-01-01,Mallinckrodt Medical,Westerduinweg,3,1755,Petten,NL,NL,BV,,,,,,
03062,1960-01-01,Pharmacin,Molenvliet,103,3335,Zwijndrecht,NL,NL,BV,,,,,,
03063,1960-01-01,Spepharm Holding,Kingsfordweg,151,1043,Amsterdam,NL,NL,BV,,,,,,
03064,1960-01-01,Apotex Europe,Archimedesweg,2,2333,Leiden,NL,NL,BV,,,,,,
03065,1960-01-01,Dirinco,Saffierborch,14,5241,Rosmalen,NL,NL,BV,,,,,,
03066,1960-01-01,"Pinnacle Biologics,",Orlyplein,10,1043,Amsterdam,NL,NL,BV,21St Floor,,,,,
03067,1960-01-01,Dr. Falk Pharma Benelux,C. Prinsenlaan,136A,4818,Breda,NL,NL,BV,,,,,,
03068,1960-01-01,Linde Gas Therapeutics Benelux,De Keten,7,5651,Eindhoven,NL,NL,,,,,,,
03069,1960-01-01,Ecuphar Veterinary Products,Verlengde Poolseweg,34-46,4818,Breda,NL,NL,BV,,,,,,
03070,1960-01-01,Genmed,Rontgenlaan,27,2719,Zoetermeer,NL,NL,BV,,,,,,
03071,1960-01-01,Vaccifar DELETED,Postbus,200,4560,Hulst,NL,NL,BV,,,,,,
03072,1960-01-01,Sun Pharmaceuticals Industries Europe,Polarisavenue,87,2132,Hoofddrop,NL,NL,BV,,,,,,
03073,1960-01-01,Teva Generics,Computerweg,10,3542,Utrecht,NL,NL,BV,,,,,,
03075,1960-01-01,Pharming Group,Darwinweg,24,2333,Leiden,NL,NL,NV,,,,,,
03076,1960-01-01,Mapim,Weteringschans,26,1017,Amsterdam,NL,NL,BV,,,,,,
03077,1960-01-01,Pfizer,Rivium Westlaan,142,2909,Capelle,NL,NL,BV,,,,,,
03078,1960-01-01,Accord Healthcare,De Waterman,15A,4891,Rijsbergen,NL,NL,BV,,,,,,
03079,1960-01-01,Medimmune,Lagenlandseweg,78,6545,Nijmegen,NL,NL,LLC,,,,,,
03080,1960-01-01,Medtronic Biopharma,Earl Bakkenstraat,10,6422,Heerlen,NL,NL,BV,,,,,,
03081,1960-01-01,Nordic Group,Siriusdreef,22,2132,Hoofddorp,NL,NL,BV,,,,,,
03082,1960-01-01,Floris Veterinaire Produkten,Kempenlandstraat,33,5262,Vught,NL,NL,BV,,,,,,
03083,1960-01-01,Vemedia Manufacturing,Verrijn Stuartweg,60,1112,Diemen,NL,NL,BV,,,,,,
03084,1960-01-01,Le Vet Beheer,Wilgenweg,7,3421,Oudewater,NL,NL,BV,,,,,,
03086,1960-01-01,Opk Biotech Netherlands,Teleportboulevard,140,1043,Amsterdam,NL,NL,BV,,,,,,
03087,1960-01-01,Uniqure Biopharma,Meibergdreef,61,1105,Amsterdam,NL,NL,BV,,,,,,
03088,1960-01-01,Janssen Biologics DELETED,Einsteinweg,101,2333,Leiden,NL,NL,BV,,,,,,
03089,1960-01-01,Spectrum Pharmaceuticals,Prins Bernhardplein,200,1097,Amsterdam,NL,NL,BV,,,,,,
03090,1960-01-01,Vaccifar,'S Gravenstraat,296,4560,Hulst,NL,NL,BV,Postbus 200,,,,,
03091,1960-01-01,Lysosyme Manufactering Company,Energieweg,9,8071,Da Nunspeet,NL,NL,BV,,,,,,
03092,1960-01-01,D.J.Van Tintelen Beheer,Stijntjesduinstraat,,2202,Noordwijk,NL,NL,,,,,,,
03093,1960-01-01,Eurocept International,Trapgans,5,1244,Ankeveen,NL,NL,BV,,,,,,
03500,1960-01-01,Ernst F.,Mohnetal,55,59602,Ruthen Norhrhein-Westfalen,DE,DE,GmbH &amp; Co KG,,,,,,
03501,1960-01-01,Azupharma,Dieselstrasse,5,70839,Gerlingen,DE,DE,GmbH,Postfach 10 01 26,,,,,
03502,1960-01-01,Bayer Schering Pharma,Mullerstrasse,170-178,13342,Berlin,DE,DE,AG,,,,,,
03503,1960-01-01,Bracco Imaging Deutschland,Max Stromeyer Strasse,116,78467,Konstanz,DE,DE,GmbH,,,,,,
03504,1960-01-01,Boehringer Ingelheim International,Binger Strasse,173,55216,Ingelheim,DE,DE,GmbH,,,,,,
03505,1960-01-01,Fresenius Kabi Deutschland  DELETED,Borkenberg,14,61440,Oberursel,DE,DE,GmbH,,,,,,
03506,1960-01-01,Boehringer Mannheim,Sandhofer Strasse,116,68298,Mannheim,DE,DE,GmbH,,,,,,
03507,1960-01-01,Galenus Mannheim,Sandhofer Strasse,116,68298,Mannheim,DE,DE,GmbH,,,,,,
03508,1960-01-01,Glenwood,Jensenstrasse,6,81679,München,DE,DE,GmbH,,,,,,
03509,1960-01-01,Octapharma,Elisabeth-Selbert-St,,40764,Langenfeld,DE,DE,GmbH,,,,,,
03510,1960-01-01,Bayer,Corporate Center,W11,51368,Leverkusen,DE,DE,AG,,,,,,
03511,1960-01-01,Astellas Pharma,Georg-Brauchle-Ring,64-66,80992,Munchen,DE,DE,GmbH,,,,,,
03512,1960-01-01,Worwag Pharma DELETED,Calwer Strasse,7,71034,Boblingen,DE,DE,GmbH &amp; Co KG,,,,,,
03513,1960-01-01,Grunenthal,Zieglerstrasse 6,6,52078,Aachen,DE,DE,GmbH,,,,,,
03514,1960-01-01,CSL Behring,Emil-Von-Behring Strasse,76,35041,Marburg,DE,DE,GmbH,,,,,,
03515,1960-01-01,Behringwerke,Emil Von Behring Strasse,76,35041,Marburg,DE,DE,AG,Postfach 11 40,,,,,
03516,1960-01-01,Hoechst,Bruningstrasse,50,65926,Frankfurt/Main,DE,DE,AG,,,,,,
03517,1960-01-01,Infai,Universitatsstrasse,142,44799,Bochum,DE,DE,,,,,,,
03518,1960-01-01,Medac,Theaterstrasse,6,22880,Wedel,DE,DE,GmbH,,,,,,
03519,1960-01-01,Ursapharm,Industriestrasse,,66129,Saarbrucken,DE,DE,GmbH,,,,,,
03520,1960-01-01,Bode Chemie,Melanchthonstr.,27,22525,Hamburg,DE,DE,,,,,,,
03521,1960-01-01,Dr Karl Thomas,Birkendorfferstrasse,65,88397,Biberach/Riss,DE,DE,GmbH,,,,,,
03522,1960-01-01,Boehringer Ingelheim Vetmedica,Binger strasse,173,55216,Ingelheim Am Rhein,DE,DE,GmbH,,,,,,
03523,1960-01-01,Novartis Tiergesundheit,Zielstattstrasse 40,40,81379,Munchen,DE,DE,GmbH,,,,,,
03524,1960-01-01,Mallinckrodt Deutschland,Josef-Dietzgen Strasse,1-3,53773,Hennef,DE,DE,GmbH,,,,,,
03525,1960-01-01,TAD Pharma,Heinz-Lohmann-Str.,5,27472,Cuxhaven,DE,DE,GmbH,,,,,,
03526,1960-01-01,Chiron Behring,Postbus,1630,35006,Marburg,DE,DE,GmbH &amp; Co KG,Mr.M.Gotting,,,,,
03527,1960-01-01,Hoffmann-La Roche,Emil-Barell-Strasse,1,79639,Grenzach-Wyhlen,DE,DE,AG,,,,,,
03528,1960-01-01,Novartis Pharma,Roonstrasse,25,90429,Nurnberg,DE,DE,GmbH,,,,,,
03529,1960-01-01,Hoechst Marion Roussel Deutschland,Frankfurt Am Main,,65926,Frankfurt Am Main,DE,DE,,,,,,,
03530,1960-01-01,Genetics Institute Of Europe,Fraunhofferstrasse,15,82152,Martinsried,DE,DE,BV,,,,,,
03531,1960-01-01,Asta Medica Aktiengesellschaft,An Der Pikardie,10,1227,Dresden,DE,DE,,,,,,,
03532,1960-01-01,Hexal,Industriestrasse,25,83607,Holzkirchen,DE,DE,AG,,,,,,
03533,1960-01-01,Steigerwald Arzneimittelwerk,Havelstrasse,5,64295,Darmstadt,DE,DE,GmbH,,,,,,
03534,1960-01-01,B.Braun Melsungen,Carl Braunstrasse,1,34212,Melsungen,DE,DE,AG,,,,,,
03535,1960-01-01,Voco Gmbh,Anton Flettnerstrasse,1-3,27472,Cuxhaven,DE,DE,GmbH,,,,,,
03536,1960-01-01,"Medice,Chem.Pharm.Fabrik Putter",Kuhloweg,37-39,58638,Iserlohn,DE,DE,GmbH,,,,,,
03537,1960-01-01,Hermes Arzneimittel,Georg Kalb Strasse,5-8,82049,Grosshesselhohe,DE,DE,GmbH,,,,,,
03538,1960-01-01,Ac-Pharma,Hauptstrasse,33A,82008,Unterhaching,DE,DE,,,,,,,
03539,1960-01-01,Fresenius Medical Care Deutschland,Else-Kroner-Strasse,1,61346,Bad-Homburg,DE,DE,GmbH,,,,,,
03540,1960-01-01,Lohmann Animal Health,Heinz-Lohmann-Strasse,4,27472,Cuxhaven,DE,DE,GmbH,,,,,,
03541,1960-01-01,Sanofi-Aventis Deutschland,Industriepark Höchst,,65926,Frankfurt,DE,DE,GmbH,,,,,,
03542,1960-01-01,Inca-Pharm (De),Rochusstrasse,175-177,53125,Bonn,DE,DE,GmbH,,,,,,
03543,1960-01-01,Desitin Arzneimittel,Weg Beim Jager,214,22335,Hambourg,DE,DE,GmbH,,,,,,
03544,1960-01-01,Hameln Pharmaceuticals,Langes Feld,13,31789,Hameln,DE,DE,GmbH,,,,,,
03545,1960-01-01,Otsuka Pharma,Hochhaus Am Park-Grüneburgweg,102,60323,Frankfurt,DE,DE,GmbH,,,,,,
03546,1960-01-01,Schwarz Pharma,Alfred-Nobel Str,10,40789,Monheim,DE,DE,AG,- -,,,,,
03547,1960-01-01,Dr. August Wolff,Sudbrackstrasse,56,33611,Bielefeld,DE,DE,GmbH & CO. KG,,,,,,
03548,1960-01-01,Jenapharm,Otto Scott Strasse,15,7745,Jena,DE,DE,GmbH &amp; Co KG,,,,,,
03549,1960-01-01,Edwards Lifesciences Germany,Edisonstrasse,3-4,85716,Unterschleissheim,DE,DE,GmbH,,,,,,
03550,1960-01-01,"Scheffler Nachf.,Dr B.",Senefelderstrasse,44,51469,Bergisch Gladbach,DE,DE,GmbH,,,,,,
03552,1960-01-01,Stiefel Laboratorium,Muhlheimerstrasse,231,63075,Offenbach,DE,DE,GmbH,,,,,,
03553,1960-01-01,Stada Arzneimittel,Stadastrasse,2,61118,Bad Vilbel,DE,DE,AG,,,18,,,
03555,1960-01-01,Curasan,Lindigstrasse,4,63801,Kleinostheim,DE,DE,AG,,,,,,
03556,1960-01-01,Neovii Biotech,Am Haag,6-7,82166,Gräfelfing,DE,DE,GmbH,,,,,,
03557,1960-01-01,Dermapharm,Louis Ulbuch Strasse,6,82031,Grunwald,DE,DE,AG,,,,,,
03558,1960-01-01,Betapharm Arzneimittel,Steinerne Furt,78,86167,Augsburg,DE,DE,,,,,,,
03559,1960-01-01,Berlin-Chemie,Glienicker Weg,125,12489,Berlin,DE,DE,AG,,,,,,
03560,1960-01-01,Merz Pharmaceuticals,Eckenheimer Landstrasse,100,60318,Frankfurt Am Main,DE,DE,GmbH,,,,,,
03561,1960-01-01,Dr Gerhard Mann Chem-Pharm Fabrik,Brunsbuetteler Damm,165-173,13581,Berlin,DE,DE,GmbH,,,,,,
03563,1960-01-01,Immunomedics,Otto-Röhm-Strasse,69,64293,Darmstadt,DE,DE,GmbH,,,,,,
03566,1960-01-01,Mika Pharma,An Der Rheinschanze,1,67059,Ludwigshafen,DE,DE,GmbH,,,,,,
03567,1960-01-01,Atrix Lab.,Hessenring,119-121,61348,Bad Hamburg,DE,DE,GmbH,,,,,,
03568,1960-01-01,Genthon,Groesbeeker Weg,1,47559,Kranenburg,DE,DE,GmbH,,,,,,
03569,1960-01-01,Vetcom-Pharma,Seestrasse,6,6900,Bregenz,DE,DE,GmbH,,,,,,
03570,1960-01-01,Orion Pharma,Notkestrasse,9,22607,Hamburg,DE,DE,GmbH,,,,,,
